model_size|update_type|sample_id|timestamp_seconds|delta_seconds|object_count|object_delta_count|remote_reference_sent_ack_count|remote_reference_sent_ack_delta_count|remote_reference_recv_ack_count|remote_reference_recv_ack_delta_count
42000|OBJECT|2097|52425|25|39390|19|0|0|0|0
42000|OBJECT|2098|52450|25|39410|20|0|0|0|0
42000|OBJECT|2099|52475|25|39428|18|0|0|0|0
42000|OBJECT|2100|52500|25|39447|19|0|0|0|0
42000|OBJECT|2101|52525|25|39466|19|0|0|0|0
42000|OBJECT|2102|52550|25|39485|19|0|0|0|0
42000|OBJECT|2103|52575|25|39504|19|0|0|0|0
42000|OBJECT|2104|52600|25|39523|19|0|0|0|0
42000|OBJECT|2105|52625|25|39542|19|0|0|0|0
42000|OBJECT|2106|52650|25|39561|19|0|0|0|0
42000|OBJECT|2107|52675|25|39580|19|0|0|0|0
42000|OBJECT|2108|52700|25|39599|19|0|0|0|0
42000|OBJECT|2109|52725|25|39618|19|0|0|0|0
42000|OBJECT|2110|52750|25|39637|19|0|0|0|0
42000|OBJECT|2111|52775|25|39656|19|0|0|0|0
42000|OBJECT|2112|52800|25|39674|18|0|0|0|0
42000|OBJECT|2113|52825|25|39693|19|0|0|0|0
42000|OBJECT|2114|52850|25|39712|19|0|0|0|0
42000|OBJECT|2115|52875|25|39732|20|0|0|0|0
42000|OBJECT|2116|52900|25|39751|19|0|0|0|0
42000|OBJECT|2117|52925|25|39771|20|0|0|0|0
42000|OBJECT|2118|52950|25|39789|18|0|0|0|0
42000|OBJECT|2119|52975|25|39808|19|0|0|0|0
42000|OBJECT|2120|53000|25|39826|18|0|0|0|0
42000|OBJECT|2121|53025|25|39845|19|0|0|0|0
42000|OBJECT|2122|53050|25|39864|19|0|0|0|0
42000|OBJECT|2123|53075|25|39883|19|0|0|0|0
42000|OBJECT|2124|53100|25|39901|18|0|0|0|0
42000|OBJECT|2125|53125|25|39920|19|0|0|0|0
42000|OBJECT|2126|53150|25|39939|19|0|0|0|0
42000|OBJECT|2127|53175|25|39958|19|0|0|0|0
42000|OBJECT|2128|53200|25|39977|19|0|0|0|0
42000|OBJECT|2129|53225|25|39996|19|0|0|0|0
42000|OBJECT|2130|53250|25|40015|19|0|0|0|0
42000|OBJECT|2131|53275|25|40033|18|0|0|0|0
42000|OBJECT|2132|53300|25|40052|19|0|0|0|0
42000|OBJECT|2133|53325|25|40071|19|0|0|0|0
42000|OBJECT|2134|53350|25|40089|18|0|0|0|0
42000|OBJECT|2135|53375|25|40108|19|0|0|0|0
42000|OBJECT|2136|53400|25|40126|18|0|0|0|0
42000|OBJECT|2137|53425|25|40145|19|0|0|0|0
42000|OBJECT|2138|53450|25|40164|19|0|0|0|0
42000|OBJECT|2139|53475|25|40182|18|0|0|0|0
42000|OBJECT|2140|53500|25|40201|19|0|0|0|0
42000|OBJECT|2141|53525|25|40220|19|0|0|0|0
42000|OBJECT|2142|53550|25|40239|19|0|0|0|0
42000|OBJECT|2143|53575|25|40258|19|0|0|0|0
42000|OBJECT|2144|53600|25|40270|12|0|0|0|0
42000|OBJECT|2145|53625|25|40288|18|0|0|0|0
42000|OBJECT|2146|53650|25|40308|20|0|0|0|0
42000|OBJECT|2147|53675|25|40326|18|0|0|0|0
42000|OBJECT|2148|53700|25|40346|20|0|0|0|0
42000|OBJECT|2149|53725|25|40364|18|0|0|0|0
42000|OBJECT|2150|53750|25|40383|19|0|0|0|0
42000|OBJECT|2151|53775|25|40402|19|0|0|0|0
42000|OBJECT|2152|53800|25|40421|19|0|0|0|0
42000|OBJECT|2153|53825|25|40437|16|0|0|0|0
42000|OBJECT|2154|53850|25|40452|15|0|0|0|0
42000|OBJECT|2155|53875|25|40471|19|0|0|0|0
42000|OBJECT|2156|53900|25|40490|19|0|0|0|0
42000|OBJECT|2157|53925|25|40509|19|0|0|0|0
42000|OBJECT|2158|53950|25|40528|19|0|0|0|0
42000|OBJECT|2159|53975|25|40546|18|0|0|0|0
42000|OBJECT|2160|54000|25|40565|19|0|0|0|0
42000|OBJECT|2161|54025|25|40584|19|0|0|0|0
42000|OBJECT|2162|54050|25|40602|18|0|0|0|0
42000|OBJECT|2163|54075|25|40621|19|0|0|0|0
42000|OBJECT|2164|54100|25|40640|19|0|0|0|0
42000|OBJECT|2165|54125|25|40659|19|0|0|0|0
42000|OBJECT|2166|54150|25|40677|18|0|0|0|0
42000|OBJECT|2167|54175|25|40696|19|0|0|0|0
42000|OBJECT|2168|54200|25|40715|19|0|0|0|0
42000|OBJECT|2169|54225|25|40734|19|0|0|0|0
42000|OBJECT|2170|54250|25|40753|19|0|0|0|0
42000|OBJECT|2171|54275|25|40774|21|0|0|0|0
42000|OBJECT|2172|54300|25|40790|16|0|0|0|0
42000|OBJECT|2173|54325|25|40812|22|0|0|0|0
42000|OBJECT|2174|54350|25|40828|16|0|0|0|0
42000|OBJECT|2175|54375|25|40850|22|0|0|0|0
42000|OBJECT|2176|54400|25|40866|16|0|0|0|0
42000|OBJECT|2177|54425|25|40888|22|0|0|0|0
42000|OBJECT|2178|54450|25|40906|18|0|0|0|0
42000|OBJECT|2179|54475|25|40925|19|0|0|0|0
42000|OBJECT|2180|54500|25|40944|19|0|0|0|0
42000|OBJECT|2181|54525|25|40963|19|0|0|0|0
42000|OBJECT|2182|54550|25|40981|18|0|0|0|0
42000|OBJECT|2183|54575|25|41000|19|0|0|0|0
42000|OBJECT|2184|54600|25|41018|18|0|0|0|0
42000|OBJECT|2185|54625|25|41037|19|0|0|0|0
42000|OBJECT|2186|54650|25|41056|19|0|0|0|0
42000|OBJECT|2187|54675|25|41075|19|0|0|0|0
42000|OBJECT|2188|54700|25|41093|18|0|0|0|0
42000|OBJECT|2189|54725|25|41112|19|0|0|0|0
42000|OBJECT|2190|54750|25|41132|20|0|0|0|0
42000|OBJECT|2191|54775|25|41150|18|0|0|0|0
42000|OBJECT|2192|54800|25|41168|18|0|0|0|0
42000|OBJECT|2193|54825|25|41187|19|0|0|0|0
42000|OBJECT|2194|54850|25|41205|18|0|0|0|0
42000|OBJECT|2195|54875|25|41223|18|0|0|0|0
42000|OBJECT|2196|54900|25|41242|19|0|0|0|0
42000|OBJECT|2197|54925|25|41261|19|0|0|0|0
42000|OBJECT|2198|54950|25|41279|18|0|0|0|0
42000|OBJECT|2199|54975|25|41298|19|0|0|0|0
42000|OBJECT|2200|55000|25|41317|19|0|0|0|0
42000|OBJECT|2201|55025|25|41336|19|0|0|0|0
42000|OBJECT|2202|55050|25|41355|19|0|0|0|0
42000|OBJECT|2203|55075|25|41374|19|0|0|0|0
42000|OBJECT|2204|55100|25|41392|18|0|0|0|0
42000|OBJECT|2205|55125|25|41411|19|0|0|0|0
42000|OBJECT|2206|55150|25|41430|19|0|0|0|0
42000|OBJECT|2207|55175|25|41449|19|0|0|0|0
42000|OBJECT|2208|55200|25|41468|19|0|0|0|0
42000|OBJECT|2209|55225|25|41487|19|0|0|0|0
42000|OBJECT|2210|55250|25|41507|20|0|0|0|0
42000|OBJECT|2211|55275|25|41525|18|0|0|0|0
42000|OBJECT|2212|55300|25|41544|19|0|0|0|0
42000|OBJECT|2213|55325|25|41563|19|0|0|0|0
42000|OBJECT|2214|55350|25|41582|19|0|0|0|0
42000|OBJECT|2215|55375|25|41600|18|0|0|0|0
42000|OBJECT|2216|55400|25|41619|19|0|0|0|0
42000|OBJECT|2217|55425|25|41638|19|0|0|0|0
42000|OBJECT|2218|55450|25|41657|19|0|0|0|0
42000|OBJECT|2219|55475|25|41676|19|0|0|0|0
42000|OBJECT|2220|55500|25|41695|19|0|0|0|0
42000|OBJECT|2221|55525|25|41714|19|0|0|0|0
42000|OBJECT|2222|55550|25|41732|18|0|0|0|0
42000|OBJECT|2223|55575|25|41751|19|0|0|0|0
42000|OBJECT|2224|55600|25|41769|18|0|0|0|0
42000|OBJECT|2225|55625|25|41789|20|0|0|0|0
42000|OBJECT|2226|55650|25|41807|18|0|0|0|0
42000|OBJECT|2227|55675|25|41826|19|0|0|0|0
42000|OBJECT|2228|55700|25|41845|19|0|0|0|0
42000|OBJECT|2229|55725|25|41864|19|0|0|0|0
42000|OBJECT|2230|55750|25|41882|18|0|0|0|0
42000|OBJECT|2231|55775|25|41901|19|0|0|0|0
42000|OBJECT|2232|55800|25|41919|18|0|0|0|0
42000|OBJECT|2233|55825|25|41937|18|0|0|0|0
42000|OBJECT|2234|55850|25|41948|11|0|0|0|0
42000|OBJECT|2235|55875|25|41965|17|0|0|0|0
42000|OBJECT|2236|55900|25|41983|18|0|0|0|0
42000|OBJECT|2237|55925|25|42000|17|0|0|0|0
42000|OBJECT|2238|55950|25|42000|0|0|0|0|0
42000|OBJECT|2239|55975|25|42000|0|0|0|0|0
42000|OBJECT|2240|56000|25|42000|0|0|0|0|0
42000|OBJECT|2241|56025|25|42000|0|0|0|0|0
42000|OBJECT|2242|56050|25|42000|0|0|0|0|0
42000|OBJECT|2243|56075|25|42000|0|0|0|0|0
42000|OBJECT|2244|56100|25|42000|0|0|0|0|0
42000|OBJECT|2245|56125|25|42000|0|0|0|0|0
42000|OBJECT|2246|56150|25|42000|0|0|0|0|0
42000|OBJECT|2247|56175|25|42000|0|0|0|0|0
42000|OBJECT|2248|56200|25|42000|0|0|0|0|0
42000|OBJECT|2249|56225|25|42000|0|0|0|0|0
42000|OBJECT|2250|56250|25|42000|0|0|0|0|0
420|OBJECT|0|0|25|15|15|0|0|0|0
420|OBJECT|1|25|25|35|20|0|0|0|0
420|OBJECT|2|50|25|57|22|0|0|0|0
420|OBJECT|3|75|25|74|17|0|0|0|0
420|OBJECT|4|100|25|96|22|0|0|0|0
420|OBJECT|5|125|25|113|17|0|0|0|0
420|OBJECT|6|150|25|135|22|0|0|0|0
420|OBJECT|7|175|25|152|17|0|0|0|0
420|OBJECT|8|200|25|174|22|0|0|0|0
420|OBJECT|9|225|25|191|17|0|0|0|0
420|OBJECT|10|250|25|213|22|0|0|0|0
420|OBJECT|11|275|25|229|16|0|0|0|0
420|OBJECT|12|300|25|251|22|0|0|0|0
420|OBJECT|13|325|25|267|16|0|0|0|0
420|OBJECT|14|350|25|290|23|0|0|0|0
420|OBJECT|15|375|25|308|18|0|0|0|0
420|OBJECT|16|400|25|328|20|0|0|0|0
420|OBJECT|17|425|25|347|19|0|0|0|0
420|OBJECT|18|450|25|366|19|0|0|0|0
420|OBJECT|19|475|25|385|19|0|0|0|0
420|OBJECT|20|500|25|404|19|0|0|0|0
420|OBJECT|21|525|25|420|16|0|0|0|0
420|OBJECT|22|550|25|420|0|0|0|0|0
420|OBJECT|23|575|25|420|0|0|0|0|0
4200|OBJECT|0|0|25|9|9|0|0|0|0
4200|OBJECT|1|25|25|30|21|0|0|0|0
4200|OBJECT|2|50|25|50|20|0|0|0|0
4200|OBJECT|3|75|25|71|21|0|0|0|0
4200|OBJECT|4|100|25|90|19|0|0|0|0
4200|OBJECT|5|125|25|110|20|0|0|0|0
4200|OBJECT|6|150|25|129|19|0|0|0|0
4200|OBJECT|7|175|25|149|20|0|0|0|0
4200|OBJECT|8|200|25|169|20|0|0|0|0
4200|OBJECT|9|225|25|189|20|0|0|0|0
4200|OBJECT|10|250|25|208|19|0|0|0|0
4200|OBJECT|11|275|25|229|21|0|0|0|0
4200|OBJECT|12|300|25|248|19|0|0|0|0
4200|OBJECT|13|325|25|267|19|0|0|0|0
4200|OBJECT|14|350|25|289|22|0|0|0|0
4200|OBJECT|15|375|25|307|18|0|0|0|0
4200|OBJECT|16|400|25|329|22|0|0|0|0
4200|OBJECT|17|425|25|346|17|0|0|0|0
4200|OBJECT|18|450|25|369|23|0|0|0|0
4200|OBJECT|19|475|25|386|17|0|0|0|0
4200|OBJECT|20|500|25|408|22|0|0|0|0
4200|OBJECT|21|525|25|424|16|0|0|0|0
4200|OBJECT|22|550|25|447|23|0|0|0|0
4200|OBJECT|23|575|25|464|17|0|0|0|0
4200|OBJECT|24|600|25|487|23|0|0|0|0
4200|OBJECT|25|625|25|504|17|0|0|0|0
4200|OBJECT|26|650|25|526|22|0|0|0|0
4200|OBJECT|27|675|25|544|18|0|0|0|0
4200|OBJECT|28|700|25|566|22|0|0|0|0
4200|OBJECT|29|725|25|582|16|0|0|0|0
4200|OBJECT|30|750|25|605|23|0|0|0|0
4200|OBJECT|31|775|25|623|18|0|0|0|0
4200|OBJECT|32|800|25|644|21|0|0|0|0
4200|OBJECT|33|825|25|663|19|0|0|0|0
4200|OBJECT|34|850|25|683|20|0|0|0|0
4200|OBJECT|35|875|25|702|19|0|0|0|0
4200|OBJECT|36|900|25|722|20|0|0|0|0
4200|OBJECT|37|925|25|742|20|0|0|0|0
4200|OBJECT|38|950|25|761|19|0|0|0|0
4200|OBJECT|39|975|25|780|19|0|0|0|0
4200|OBJECT|40|1000|25|800|20|0|0|0|0
4200|OBJECT|41|1025|25|819|19|0|0|0|0
4200|OBJECT|42|1050|25|840|21|0|0|0|0
4200|OBJECT|43|1075|25|858|18|0|0|0|0
4200|OBJECT|44|1100|25|879|21|0|0|0|0
4200|OBJECT|45|1125|25|897|18|0|0|0|0
4200|OBJECT|46|1150|25|917|20|0|0|0|0
4200|OBJECT|47|1175|25|926|9|0|0|0|0
4200|OBJECT|48|1200|25|945|19|0|0|0|0
4200|OBJECT|49|1225|25|967|22|0|0|0|0
4200|OBJECT|50|1250|25|984|17|0|0|0|0
4200|OBJECT|51|1275|25|1006|22|0|0|0|0
4200|OBJECT|52|1300|25|1023|17|0|0|0|0
4200|OBJECT|53|1325|25|1045|22|0|0|0|0
4200|OBJECT|54|1350|25|1062|17|0|0|0|0
4200|OBJECT|55|1375|25|1083|21|0|0|0|0
4200|OBJECT|56|1400|25|1100|17|0|0|0|0
4200|OBJECT|57|1425|25|1123|23|0|0|0|0
4200|OBJECT|58|1450|25|1140|17|0|0|0|0
4200|OBJECT|59|1475|25|1163|23|0|0|0|0
4200|OBJECT|60|1500|25|1179|16|0|0|0|0
4200|OBJECT|61|1525|25|1202|23|0|0|0|0
4200|OBJECT|62|1550|25|1218|16|0|0|0|0
4200|OBJECT|63|1575|25|1241|23|0|0|0|0
4200|OBJECT|64|1600|25|1260|19|0|0|0|0
4200|OBJECT|65|1625|25|1280|20|0|0|0|0
4200|OBJECT|66|1650|25|1299|19|0|0|0|0
4200|OBJECT|67|1675|25|1319|20|0|0|0|0
4200|OBJECT|68|1700|25|1338|19|0|0|0|0
4200|OBJECT|69|1725|25|1358|20|0|0|0|0
4200|OBJECT|70|1750|25|1377|19|0|0|0|0
4200|OBJECT|71|1775|25|1397|20|0|0|0|0
4200|OBJECT|72|1800|25|1415|18|0|0|0|0
4200|OBJECT|73|1825|25|1435|20|0|0|0|0
4200|OBJECT|74|1850|25|1454|19|0|0|0|0
4200|OBJECT|75|1875|25|1474|20|0|0|0|0
4200|OBJECT|76|1900|25|1493|19|0|0|0|0
4200|OBJECT|77|1925|25|1513|20|0|0|0|0
4200|OBJECT|78|1950|25|1532|19|0|0|0|0
4200|OBJECT|79|1975|25|1551|19|0|0|0|0
4200|OBJECT|80|2000|25|1570|19|0|0|0|0
4200|OBJECT|81|2025|25|1591|21|0|0|0|0
4200|OBJECT|82|2050|25|1610|19|0|0|0|0
4200|OBJECT|83|2075|25|1630|20|0|0|0|0
4200|OBJECT|84|2100|25|1649|19|0|0|0|0
4200|OBJECT|85|2125|25|1669|20|0|0|0|0
4200|OBJECT|86|2150|25|1688|19|0|0|0|0
4200|OBJECT|87|2175|25|1708|20|0|0|0|0
4200|OBJECT|88|2200|25|1729|21|0|0|0|0
4200|OBJECT|89|2225|25|1747|18|0|0|0|0
4200|OBJECT|90|2250|25|1768|21|0|0|0|0
4200|OBJECT|91|2275|25|1785|17|0|0|0|0
4200|OBJECT|92|2300|25|1807|22|0|0|0|0
4200|OBJECT|93|2325|25|1823|16|0|0|0|0
4200|OBJECT|94|2350|25|1846|23|0|0|0|0
4200|OBJECT|95|2375|25|1862|16|0|0|0|0
4200|OBJECT|96|2400|25|1885|23|0|0|0|0
4200|OBJECT|97|2425|25|1902|17|0|0|0|0
4200|OBJECT|98|2450|25|1924|22|0|0|0|0
4200|OBJECT|99|2475|25|1941|17|0|0|0|0
4200|OBJECT|100|2500|25|1963|22|0|0|0|0
4200|OBJECT|101|2525|25|1982|19|0|0|0|0
4200|OBJECT|102|2550|25|2002|20|0|0|0|0
4200|OBJECT|103|2575|25|2021|19|0|0|0|0
4200|OBJECT|104|2600|25|2041|20|0|0|0|0
4200|OBJECT|105|2625|25|2060|19|0|0|0|0
4200|OBJECT|106|2650|25|2080|20|0|0|0|0
4200|OBJECT|107|2675|25|2100|20|0|0|0|0
4200|OBJECT|108|2700|25|2119|19|0|0|0|0
4200|OBJECT|109|2725|25|2138|19|0|0|0|0
4200|OBJECT|110|2750|25|2158|20|0|0|0|0
4200|OBJECT|111|2775|25|2178|20|0|0|0|0
4200|OBJECT|112|2800|25|2198|20|0|0|0|0
4200|OBJECT|113|2825|25|2217|19|0|0|0|0
4200|OBJECT|114|2850|25|2238|21|0|0|0|0
4200|OBJECT|115|2875|25|2257|19|0|0|0|0
4200|OBJECT|116|2900|25|2276|19|0|0|0|0
4200|OBJECT|117|2925|25|2298|22|0|0|0|0
4200|OBJECT|118|2950|25|2315|17|0|0|0|0
4200|OBJECT|119|2975|25|2338|23|0|0|0|0
4200|OBJECT|120|3000|25|2355|17|0|0|0|0
4200|OBJECT|121|3025|25|2377|22|0|0|0|0
4200|OBJECT|122|3050|25|2394|17|0|0|0|0
4200|OBJECT|123|3075|25|2416|22|0|0|0|0
4200|OBJECT|124|3100|25|2433|17|0|0|0|0
4200|OBJECT|125|3125|25|2455|22|0|0|0|0
4200|OBJECT|126|3150|25|2472|17|0|0|0|0
4200|OBJECT|127|3175|25|2494|22|0|0|0|0
4200|OBJECT|128|3200|25|2510|16|0|0|0|0
4200|OBJECT|129|3225|25|2533|23|0|0|0|0
4200|OBJECT|130|3250|25|2549|16|0|0|0|0
4200|OBJECT|131|3275|25|2572|23|0|0|0|0
4200|OBJECT|132|3300|25|2589|17|0|0|0|0
4200|OBJECT|133|3325|25|2611|22|0|0|0|0
4200|OBJECT|134|3350|25|2627|16|0|0|0|0
4200|OBJECT|135|3375|25|2651|24|0|0|0|0
4200|OBJECT|136|3400|25|2667|16|0|0|0|0
4200|OBJECT|137|3425|25|2690|23|0|0|0|0
4200|OBJECT|138|3450|25|2700|10|0|0|0|0
4200|OBJECT|139|3475|25|2719|19|0|0|0|0
4200|OBJECT|140|3500|25|2738|19|0|0|0|0
4200|OBJECT|141|3525|25|2758|20|0|0|0|0
4200|OBJECT|142|3550|25|2778|20|0|0|0|0
4200|OBJECT|143|3575|25|2797|19|0|0|0|0
4200|OBJECT|144|3600|25|2816|19|0|0|0|0
4200|OBJECT|145|3625|25|2836|20|0|0|0|0
4200|OBJECT|146|3650|25|2855|19|0|0|0|0
4200|OBJECT|147|3675|25|2875|20|0|0|0|0
4200|OBJECT|148|3700|25|2894|19|0|0|0|0
4200|OBJECT|149|3725|25|2914|20|0|0|0|0
4200|OBJECT|150|3750|25|2933|19|0|0|0|0
4200|OBJECT|151|3775|25|2952|19|0|0|0|0
4200|OBJECT|152|3800|25|2971|19|0|0|0|0
4200|OBJECT|153|3825|25|2990|19|0|0|0|0
4200|OBJECT|154|3850|25|3010|20|0|0|0|0
4200|OBJECT|155|3875|25|3030|20|0|0|0|0
4200|OBJECT|156|3900|25|3049|19|0|0|0|0
4200|OBJECT|157|3925|25|3068|19|0|0|0|0
4200|OBJECT|158|3950|25|3088|20|0|0|0|0
4200|OBJECT|159|3975|25|3108|20|0|0|0|0
4200|OBJECT|160|4000|25|3129|21|0|0|0|0
4200|OBJECT|161|4025|25|3148|19|0|0|0|0
4200|OBJECT|162|4050|25|3168|20|0|0|0|0
4200|OBJECT|163|4075|25|3187|19|0|0|0|0
4200|OBJECT|164|4100|25|3207|20|0|0|0|0
4200|OBJECT|165|4125|25|3226|19|0|0|0|0
4200|OBJECT|166|4150|25|3245|19|0|0|0|0
4200|OBJECT|167|4175|25|3264|19|0|0|0|0
4200|OBJECT|168|4200|25|3284|20|0|0|0|0
4200|OBJECT|169|4225|25|3303|19|0|0|0|0
4200|OBJECT|170|4250|25|3323|20|0|0|0|0
4200|OBJECT|171|4275|25|3342|19|0|0|0|0
4200|OBJECT|172|4300|25|3362|20|0|0|0|0
4200|OBJECT|173|4325|25|3381|19|0|0|0|0
4200|OBJECT|174|4350|25|3401|20|0|0|0|0
4200|OBJECT|175|4375|25|3419|18|0|0|0|0
4200|OBJECT|176|4400|25|3439|20|0|0|0|0
4200|OBJECT|177|4425|25|3458|19|0|0|0|0
4200|OBJECT|178|4450|25|3477|19|0|0|0|0
4200|OBJECT|179|4475|25|3496|19|0|0|0|0
4200|OBJECT|180|4500|25|3515|19|0|0|0|0
4200|OBJECT|181|4525|25|3535|20|0|0|0|0
4200|OBJECT|182|4550|25|3554|19|0|0|0|0
4200|OBJECT|183|4575|25|3573|19|0|0|0|0
4200|OBJECT|184|4600|25|3593|20|0|0|0|0
4200|OBJECT|185|4625|25|3612|19|0|0|0|0
4200|OBJECT|186|4650|25|3631|19|0|0|0|0
4200|OBJECT|187|4675|25|3650|19|0|0|0|0
4200|OBJECT|188|4700|25|3669|19|0|0|0|0
4200|OBJECT|189|4725|25|3689|20|0|0|0|0
4200|OBJECT|190|4750|25|3708|19|0|0|0|0
4200|OBJECT|191|4775|25|3727|19|0|0|0|0
4200|OBJECT|192|4800|25|3747|20|0|0|0|0
4200|OBJECT|193|4825|25|3766|19|0|0|0|0
4200|OBJECT|194|4850|25|3785|19|0|0|0|0
4200|OBJECT|195|4875|25|3805|20|0|0|0|0
4200|OBJECT|196|4900|25|3824|19|0|0|0|0
4200|OBJECT|197|4925|25|3844|20|0|0|0|0
4200|OBJECT|198|4950|25|3864|20|0|0|0|0
4200|OBJECT|199|4975|25|3883|19|0|0|0|0
4200|OBJECT|200|5000|25|3903|20|0|0|0|0
4200|OBJECT|201|5025|25|3924|21|0|0|0|0
4200|OBJECT|202|5050|25|3941|17|0|0|0|0
4200|OBJECT|203|5075|25|3964|23|0|0|0|0
4200|OBJECT|204|5100|25|3983|19|0|0|0|0
4200|OBJECT|205|5125|25|4003|20|0|0|0|0
4200|OBJECT|206|5150|25|4022|19|0|0|0|0
4200|OBJECT|207|5175|25|4042|20|0|0|0|0
4200|OBJECT|208|5200|25|4061|19|0|0|0|0
4200|OBJECT|209|5225|25|4081|20|0|0|0|0
4200|OBJECT|210|5250|25|4100|19|0|0|0|0
4200|OBJECT|211|5275|25|4120|20|0|0|0|0
4200|OBJECT|212|5300|25|4139|19|0|0|0|0
4200|OBJECT|213|5325|25|4158|19|0|0|0|0
4200|OBJECT|214|5350|25|4177|19|0|0|0|0
4200|OBJECT|215|5375|25|4196|19|0|0|0|0
4200|OBJECT|216|5400|25|4200|4|0|0|0|0
4200|OBJECT|217|5425|25|4200|0|0|0|0|0
4200|OBJECT|218|5450|25|4200|0|0|0|0|0
42000|OBJECT|0|0|25|8|8|0|0|0|0
42000|OBJECT|1|25|25|25|17|0|0|0|0
42000|OBJECT|2|50|25|47|22|0|0|0|0
42000|OBJECT|3|75|25|64|17|0|0|0|0
42000|OBJECT|4|100|25|86|22|0|0|0|0
42000|OBJECT|5|125|25|102|16|0|0|0|0
42000|OBJECT|6|150|25|125|23|0|0|0|0
42000|OBJECT|7|175|25|136|11|0|0|0|0
42000|OBJECT|8|200|25|150|14|0|0|0|0
42000|OBJECT|9|225|25|167|17|0|0|0|0
42000|OBJECT|10|250|25|189|22|0|0|0|0
42000|OBJECT|11|275|25|205|16|0|0|0|0
42000|OBJECT|12|300|25|227|22|0|0|0|0
42000|OBJECT|13|325|25|243|16|0|0|0|0
42000|OBJECT|14|350|25|266|23|0|0|0|0
42000|OBJECT|15|375|25|282|16|0|0|0|0
42000|OBJECT|16|400|25|303|21|0|0|0|0
42000|OBJECT|17|425|25|320|17|0|0|0|0
42000|OBJECT|18|450|25|342|22|0|0|0|0
42000|OBJECT|19|475|25|358|16|0|0|0|0
42000|OBJECT|20|500|25|380|22|0|0|0|0
42000|OBJECT|21|525|25|396|16|0|0|0|0
42000|OBJECT|22|550|25|418|22|0|0|0|0
42000|OBJECT|23|575|25|437|19|0|0|0|0
42000|OBJECT|24|600|25|457|20|0|0|0|0
42000|OBJECT|25|625|25|476|19|0|0|0|0
42000|OBJECT|26|650|25|495|19|0|0|0|0
42000|OBJECT|27|675|25|514|19|0|0|0|0
42000|OBJECT|28|700|25|532|18|0|0|0|0
42000|OBJECT|29|725|25|552|20|0|0|0|0
42000|OBJECT|30|750|25|571|19|0|0|0|0
42000|OBJECT|31|775|25|590|19|0|0|0|0
42000|OBJECT|32|800|25|609|19|0|0|0|0
42000|OBJECT|33|825|25|630|21|0|0|0|0
42000|OBJECT|34|850|25|647|17|0|0|0|0
42000|OBJECT|35|875|25|669|22|0|0|0|0
42000|OBJECT|36|900|25|685|16|0|0|0|0
42000|OBJECT|37|925|25|706|21|0|0|0|0
42000|OBJECT|38|950|25|723|17|0|0|0|0
42000|OBJECT|39|975|25|744|21|0|0|0|0
42000|OBJECT|40|1000|25|761|17|0|0|0|0
42000|OBJECT|41|1025|25|783|22|0|0|0|0
42000|OBJECT|42|1050|25|799|16|0|0|0|0
42000|OBJECT|43|1075|25|820|21|0|0|0|0
42000|OBJECT|44|1100|25|837|17|0|0|0|0
42000|OBJECT|45|1125|25|859|22|0|0|0|0
42000|OBJECT|46|1150|25|875|16|0|0|0|0
42000|OBJECT|47|1175|25|896|21|0|0|0|0
42000|OBJECT|48|1200|25|912|16|0|0|0|0
42000|OBJECT|49|1225|25|935|23|0|0|0|0
42000|OBJECT|50|1250|25|951|16|0|0|0|0
42000|OBJECT|51|1275|25|971|20|0|0|0|0
42000|OBJECT|52|1300|25|985|14|0|0|0|0
42000|OBJECT|53|1325|25|1008|23|0|0|0|0
42000|OBJECT|54|1350|25|1026|18|0|0|0|0
42000|OBJECT|55|1375|25|1046|20|0|0|0|0
42000|OBJECT|56|1400|25|1064|18|0|0|0|0
42000|OBJECT|57|1425|25|1084|20|0|0|0|0
42000|OBJECT|58|1450|25|1103|19|0|0|0|0
42000|OBJECT|59|1475|25|1121|18|0|0|0|0
42000|OBJECT|60|1500|25|1140|19|0|0|0|0
42000|OBJECT|61|1525|25|1160|20|0|0|0|0
42000|OBJECT|62|1550|25|1178|18|0|0|0|0
42000|OBJECT|63|1575|25|1196|18|0|0|0|0
42000|OBJECT|64|1600|25|1217|21|0|0|0|0
42000|OBJECT|65|1625|25|1234|17|0|0|0|0
42000|OBJECT|66|1650|25|1255|21|0|0|0|0
42000|OBJECT|67|1675|25|1272|17|0|0|0|0
42000|OBJECT|68|1700|25|1294|22|0|0|0|0
42000|OBJECT|69|1725|25|1310|16|0|0|0|0
42000|OBJECT|70|1750|25|1332|22|0|0|0|0
42000|OBJECT|71|1775|25|1348|16|0|0|0|0
42000|OBJECT|72|1800|25|1370|22|0|0|0|0
42000|OBJECT|73|1825|25|1386|16|0|0|0|0
42000|OBJECT|74|1850|25|1408|22|0|0|0|0
42000|OBJECT|75|1875|25|1425|17|0|0|0|0
42000|OBJECT|76|1900|25|1447|22|0|0|0|0
42000|OBJECT|77|1925|25|1463|16|0|0|0|0
42000|OBJECT|78|1950|25|1485|22|0|0|0|0
42000|OBJECT|79|1975|25|1501|16|0|0|0|0
42000|OBJECT|80|2000|25|1523|22|0|0|0|0
42000|OBJECT|81|2025|25|1539|16|0|0|0|0
42000|OBJECT|82|2050|25|1559|20|0|0|0|0
42000|OBJECT|83|2075|25|1576|17|0|0|0|0
42000|OBJECT|84|2100|25|1598|22|0|0|0|0
